證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
050027,義隆元大94購03,0,0,0,--,--,--,--, ,0.0,0.01,100,0.11,10,75.00,
050028,華新科元大94購03,"60,000",6,"32,100",0.56,0.64,0.34,0.34,-,0.16,0.23,100,0.24,10,156.50,
050029,美食元大94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,69.90,
05002P,台積電統一95售03,"126,000",16,"228,090",1.73,2.70,1.73,2.70,+,0.16,2.85,1,2.90,30,0.00,
050030,嘉晶元大94購03,"108,000",11,"99,960",0.98,1.05,0.66,0.66,-,0.27,0.60,10,0.62,10,49.50,
050031,嘉澤元大95購01,"40,000",4,"7,400",0.24,0.24,0.15,0.15,-,0.04,0.01,297,0.11,10,225.50,
050032,TPK元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,37.00,
050033,日月光元大94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,59.30,
050034,智伸科元大94購01,0,0,0,--,--,--,--, ,0.0,0.01,100,0.02,10,112.00,
050035,聯茂元大94購07,"423,000",19,"218,870",0.63,0.71,0.37,0.37,-,0.19,0.30,100,0.31,10,118.00,
050036,矽格元大94購03,"30,000",2,"23,800",0.81,0.81,0.76,0.76, ,0.0,0.54,100,0.55,10,31.85,
050037,金融類元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.09,10,0.00,
050038,金融類元大94購04,0,0,0,--,--,--,--, ,0.0,0.04,44,0.10,10,0.00,
050039,鴻海中信94購03,"128,000",12,"79,170",0.65,0.74,0.49,0.57,-,0.25,0.36,10,0.38,30,0.00,
050040,鴻海中信94購04,0,0,0,--,--,--,--, ,0.0,0.04,10,0.05,10,0.00,
050041,中石化亞東94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,6.92,
050042,台表科亞東94購01,0,0,0,--,--,--,--, ,0.0,0.12,10,0.22,10,69.80,
050043,GIS亞東94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,73.80,
050044,聯詠兆豐94購02,0,0,0,--,--,--,--, ,0.0,0.13,10,0.15,10,171.50,
050045,祥碩兆豐94購01,"10,000",1,"25,000",2.50,2.50,2.50,2.50,-,0.2,1.59,6,1.82,10,684.00,
050046,矽力兆豐94購01,0,0,0,--,--,--,--, ,0.0,0.25,50,0.67,7,864.00,
050047,奇鋐國票95購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.11,10,28.75,
050048,百和國票94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.11,10,55.00,
050049,華通群益96購01,"1,027,000",18,"184,650",0.23,0.23,0.13,0.13,-,0.09,0.11,45,0.12,10,29.70,
05004P,健策統一95售01,"188,000",10,"158,400",0.65,0.91,0.65,0.85,+,0.24,0.85,32,0.91,20,0.00,
050050,國泰金群益94購02,"12,000",3,240,0.02,0.02,0.02,0.02, ,0.0,0.02,218,0.03,10,35.80,
050051,智原群益94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,32.70,
050052,致伸群益94購04,0,0,0,--,--,--,--, ,0.0,--,0,--,0,40.00,
050053,訊芯群益94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.01,390,87.00,
050054,緯穎群益94購04,"6,000",1,"31,200",5.20,5.20,5.20,5.20,+,1.71,4.22,25,4.32,10,661.00,
050055,道瓊反凱基95購01,"57,000",6,"99,770",1.51,1.83,1.51,1.81,+,0.3,1.82,55,--,0,15.07,
050056,國巨凱基94購04,"65,000",12,"33,060",0.55,0.55,0.30,0.32,-,0.23,0.19,100,0.29,10,290.50,
050057,國巨凱基94購05,"20,000",2,"16,300",0.95,0.95,0.68,0.68,-,0.34,0.60,100,0.61,10,290.50,
050058,國巨凱基94購06,0,0,0,--,--,--,--, ,0.0,0.06,100,0.16,10,290.50,
050059,旺宏凱基94購03,0,0,0,--,--,--,--, ,0.0,0.08,100,0.10,10,27.20,
05005P,台表科統一95售01,"2,000",1,"3,620",1.81,1.81,1.81,1.81,+,0.16,1.84,10,1.94,10,0.00,
050060,光磊凱基94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,16.85,
050061,聯發科凱基94購07,"150,000",3,"36,200",0.24,0.26,0.24,0.24,-,0.02,0.11,100,0.21,10,320.00,
050062,聯發科凱基94購08,0,0,0,--,--,--,--, ,0.0,0.01,100,0.11,10,320.00,
050063,聯發科凱基94購09,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,320.00,
050064,華新科凱基94購08,0,0,0,--,--,--,--, ,0.0,0.01,100,0.11,210,156.50,
050065,冠德凱基94購01,0,0,0,--,--,--,--, ,0.0,0.01,100,0.10,10,21.30,
050066,華固凱基94購01,0,0,0,--,--,--,--, ,0.0,0.05,100,0.10,10,88.60,
050067,美食凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,69.90,
050068,美食凱基94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,69.90,
050069,禾伸堂凱基94購04,0,0,0,--,--,--,--, ,0.0,0.27,100,0.28,10,88.50,
05006P,華通元富95售01,"138,000",2,"384,000",2.72,2.84,2.72,2.84,-,0.29,3.70,25,3.80,10,0.00,
050070,欣興凱基94購07,0,0,0,--,--,--,--, ,0.0,--,0,0.01,10,28.40,
050071,明泰凱基94購01,0,0,0,--,--,--,--, ,0.0,0.02,100,0.10,10,17.30,
050072,京鼎凱基94購02,0,0,0,--,--,--,--, ,0.0,0.05,100,0.10,10,111.00,
050073,傳奇凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,46.85,
050074,訊芯凱基94購05,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,87.00,
050075,南電凱基94購04,0,0,0,--,--,--,--, ,0.0,0.01,100,0.10,10,43.70,
050076,百和凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,55.00,
050077,臺股指凱基99購02,"452,000",12,"33,350",0.11,0.11,0.05,0.08,-,0.33,0.06,17,0.08,50,0.00,
050078,臺指反統一97購01,0,0,0,--,--,--,--, ,0.0,2.25,10,2.35,10,13.87,
050079,元油2X統一94購06,0,0,0,--,--,--,--, ,0.0,--,0,0.90,1,4.03,
05007P,旺宏元富95售01,"159,000",8,"132,150",0.74,1.10,0.74,1.10,+,0.25,1.27,25,1.37,10,0.00,
050080,國巨統一94購06,0,0,0,--,--,--,--, ,0.0,0.33,10,0.43,10,290.50,
050081,聯發科統一94購07,"105,000",1,"26,250",0.25,0.25,0.25,0.25,-,0.15,0.10,104,0.40,3,320.00,
050082,聯發科統一94購08,"35,000",1,"2,100",0.06,0.06,0.06,0.06,X,0.0,0.06,10,--,0,320.00,
050083,旺宏元富94購01,0,0,0,--,--,--,--, ,0.0,0.03,25,0.13,10,27.20,
050084,宏達電元富94購03,0,0,0,--,--,--,--, ,0.0,--,0,--,0,27.00,
050085,國泰金元富94購01,0,0,0,--,--,--,--, ,0.0,0.02,125,0.12,10,35.80,
050086,國巨台新94購03,0,0,0,--,--,--,--, ,0.0,0.50,10,--,0,0.00,
050087,美食台新94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.04,10,0.00,
050088,禾伸堂台新94購01,0,0,0,--,--,--,--, ,0.0,0.10,10,0.13,10,0.00,
050089,臻鼎台新94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,--,0,0.00,
05008P,大立光元富95售05,"2,000",2,"5,960",2.93,3.03,2.93,3.03,-,1.45,0.43,23,--,0,0.00,
050090,鈺齊康和94購01,"100,000",1,"9,000",0.09,0.09,0.09,0.09,X,0.0,0.08,10,0.10,10,85.90,
050091,喬山永豐94購02,0,0,0,--,--,--,--, ,0.0,0.01,30,0.04,30,50.30,
050092,鴻海永豐94購04,"20,000",2,"1,800",0.09,0.09,0.09,0.09,-,0.07,0.04,30,0.07,30,71.10,
050093,國巨永豐94購05,"350,000",21,"37,700",0.14,0.17,0.04,0.04,X,0.0,0.04,30,0.09,30,290.50,
050094,T50反1國泰95購01,0,0,0,--,--,--,--, ,0.0,1.71,499,--,0,12.20,
050095,國巨國泰95購04,0,0,0,--,--,--,--, ,0.0,1.06,10,--,0,290.50,
050096,國巨國泰95購05,0,0,0,--,--,--,--, ,0.0,0.81,10,--,0,290.50,
050097,可成國泰96購02,0,0,0,--,--,--,--, ,0.0,0.05,499,1.00,50,187.00,
050098,嘉聯益國泰95購02,0,0,0,--,--,--,--, ,0.0,0.01,509,0.02,10,24.20,
050099,台積電永昌96購01,"408,000",34,"548,590",1.50,1.50,1.02,1.04,-,0.59,0.90,15,1.00,10,0.00,
05009P,大立光元富95售06,"360,000",1,"2,160,000",6.00,6.00,6.00,6.00,X,0.0,2.72,3,--,0,0.00,
050100,台積電永昌96購02,"262,000",26,"217,820",0.97,0.98,0.51,0.56,-,0.53,0.51,11,0.56,8,0.00,
050101,台積電永昌96購03,"606,000",36,"81,030",0.19,0.19,0.11,0.13,-,0.1,0.13,12,0.16,10,0.00,
050102,鴻海富邦95購04,"275,000",16,"76,300",0.33,0.33,0.23,0.23,X,0.0,0.20,10,0.23,10,71.10,
050103,群創富邦94購01,0,0,0,--,--,--,--, ,0.0,0.08,10,0.15,10,6.02,
050104,元石油元大97購02,0,0,0,--,--,--,--, ,0.0,0.03,50,0.12,10,10.95,
050105,力山元大95購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,45.60,
050106,台達電元大94購11,"28,000",3,"11,800",0.50,0.50,0.35,0.35,-,0.08,0.33,100,0.35,10,118.00,
050107,鴻海元大94購12,"50,000",5,"14,900",0.33,0.37,0.23,0.23,X,0.0,0.16,100,0.17,10,71.10,
050108,鴻海元大94購13,"18,000",2,"5,330",0.39,0.39,0.26,0.26,-,0.35,0.26,87,0.27,10,71.10,
050109,國巨元大94購13,"25,000",3,"33,400",1.66,1.66,0.89,0.89,-,0.94,0.47,21,--,0,290.50,
05010P,台郡元富95售01,"120,000",1,"82,800",0.69,0.69,0.69,0.69,-,0.11,0.80,25,0.90,10,0.00,
050110,京元電元大94購03,0,0,0,--,--,--,--, ,0.0,0.03,100,0.13,10,30.50,
050111,全新元大95購02,0,0,0,--,--,--,--, ,0.0,--,0,0.03,10,74.20,
050112,高鐵元大94購02,0,0,0,--,--,--,--, ,0.0,0.04,100,0.05,10,29.60,
050113,欣興元大95購05,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,28.40,
050114,群創元大95購01,"136,000",4,"22,340",0.20,0.20,0.14,0.14,-,0.06,0.13,100,0.14,10,6.02,
050115,群創元大96購01,"10,000",1,"1,700",0.17,0.17,0.17,0.17,-,0.02,0.16,100,0.17,10,6.02,
050116,嘉澤元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.07,10,225.50,
050117,麗豐元大96購02,"10,000",1,"1,500",0.15,0.15,0.15,0.15,X,0.0,0.12,100,0.13,10,165.50,
050118,臻鼎元大94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,87.80,
050119,瀚宇博元大95購03,"12,000",2,"1,740",0.15,0.15,0.12,0.12,X,0.0,0.08,100,0.09,10,31.55,
05011P,南電國泰96售01,"208,000",38,"345,860",1.53,1.85,1.47,1.84,+,0.21,1.85,499,1.88,30,0.00,
050120,GIS元大95購02,0,0,0,--,--,--,--, ,0.0,0.01,100,0.11,10,73.80,
050121,南電元大95購02,"43,000",5,"37,930",0.92,0.92,0.75,0.75,+,0.14,0.51,100,0.52,10,43.70,
050122,臺指反凱基96購01,"99,000",9,"108,150",0.95,1.40,0.91,1.40,+,0.43,1.30,1,1.38,30,13.87,
050123,群臺反凱基96購01,"558,000",19,"612,270",1.02,1.37,1.02,1.29,+,0.31,1.28,1,1.36,30,8.21,
050124,元金2X凱基95購01,"207,000",22,"114,880",0.55,0.65,0.52,0.64,-,0.35,0.55,5,0.62,30,22.69,
050125,中環凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,6.45,
050126,國巨凱基94購08,0,0,0,--,--,--,--, ,0.0,0.23,100,0.33,10,290.50,
050127,台積電凱基94購31,"310,000",2,"56,500",0.19,0.19,0.15,0.15,X,0.0,--,0,--,0,276.50,
050128,旺宏凱基94購04,0,0,0,--,--,--,--, ,0.0,0.06,100,0.10,10,27.20,
050129,聯發科凱基94購11,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,320.00,
05012P,台積電元大95售07,"154,000",18,"192,720",1.07,1.38,0.98,1.38,+,0.4,1.54,499,1.57,10,0.00,
050130,華新科凱基94購09,"190,000",3,"4,700",0.03,0.03,0.02,0.03,X,0.0,0.01,100,0.11,10,156.50,
050131,新光金凱基94購01,0,0,0,--,--,--,--, ,0.0,0.02,100,0.10,10,8.03,
050132,日電貿凱基94購02,0,0,0,--,--,--,--, ,0.0,0.05,100,0.10,10,39.50,
050133,鈺齊凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.05,4,85.90,
050134,世紀鋼凱基94購04,"3,000",1,"1,410",0.47,0.47,0.47,0.47,+,0.08,0.36,100,0.40,10,83.60,
050135,禾伸堂兆豐95購01,"140,000",9,"54,900",0.39,0.40,0.35,0.35,X,0.0,0.26,10,0.27,10,88.50,
050136,柏文兆豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,142.50,
050137,臺指反國票96購01,0,0,0,--,--,--,--, ,0.0,1.88,25,1.98,10,13.87,
050138,台表科國票95購02,"105,000",4,"102,050",0.99,1.10,0.95,0.95,+,0.1,0.55,25,0.58,10,69.80,
050139,華通亞東94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,29.70,
05013P,台積電元大96售05,"472,000",36,"600,320",1.20,1.61,1.12,1.50,+,0.43,1.60,499,1.63,10,0.00,
050140,台郡第一94購01,0,0,0,--,--,--,--, ,0.0,0.22,10,0.32,10,94.00,
050141,國巨統一94購07,0,0,0,--,--,--,--, ,0.0,0.17,10,0.27,10,290.50,
050142,聯發科元富9A購01,"1,061,000",49,"419,960",0.46,0.50,0.33,0.33,-,0.21,0.33,25,0.34,25,320.00,
050143,臻鼎元富94購05,0,0,0,--,--,--,--, ,0.0,0.01,25,0.10,10,87.80,
050144,宏達電台新95購01,0,0,0,--,--,--,--, ,0.0,0.05,10,0.08,10,0.00,
050145,矽創台新94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.04,10,0.00,
050146,訊芯康和94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,87.00,
050147,為升永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,129.50,
050148,啟碁永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,55.50,
050149,東元群益94購01,0,0,0,--,--,--,--, ,0.0,0.08,25,0.09,10,24.50,
05014P,臺股指元大95售05,0,0,0,--,--,--,--, ,0.0,2.08,7,7.65,10,0.00,
050150,國巨群益95購01,0,0,0,--,--,--,--, ,0.0,0.26,25,--,0,290.50,
050151,台積電群益94購12,"30,000",2,"5,900",0.20,0.20,0.19,0.19,+,0.01,0.09,25,0.12,10,276.50,
050152,聯發科群益94購07,0,0,0,--,--,--,--, ,0.0,0.01,25,0.11,10,320.00,
050153,義隆群益94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,75.00,
050154,可成群益94購05,0,0,0,--,--,--,--, ,0.0,--,0,--,0,187.00,
050155,華新科群益95購01,"281,000",16,"104,310",0.46,0.50,0.28,0.28, ,0.0,0.21,25,0.23,10,156.50,
050156,潤泰全群益94購01,0,0,0,--,--,--,--, ,0.0,0.03,25,0.04,10,65.40,
050157,臻鼎群益94購02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,87.80,
050158,上海銀群益96購01,0,0,0,--,--,--,--, ,0.0,0.01,322,0.10,100,39.60,
050159,超眾群益94購03,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,168.00,
05015P,臺股指元大95售06,0,0,0,--,--,--,--, ,0.0,6.50,499,6.55,2,0.00,
050160,中石化國泰95購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,6.92,
050161,鴻海國泰96購03,0,0,0,--,--,--,--, ,0.0,0.11,90,0.36,10,71.10,
050162,中環國泰95購01,0,0,0,--,--,--,--, ,0.0,0.01,499,0.02,10,6.45,
050163,群創國泰95購01,"10,000",1,"2,100",0.21,0.21,0.21,0.21,X,0.0,0.21,10,--,0,6.02,
050164,揚明光國泰95購01,0,0,0,--,--,--,--, ,0.0,0.01,499,0.04,10,50.50,
050165,泰鼎國泰95購02,"60,000",2,"87,600",1.51,1.51,1.41,1.41,+,0.16,1.12,10,1.15,10,46.55,
050166,彩晶國泰95購01,"270,000",5,"89,200",0.35,0.35,0.21,0.21,-,0.12,0.22,10,0.23,10,5.49,
050167,T50反1富邦96購01,0,0,0,--,--,--,--, ,0.0,1.35,10,1.45,10,12.20,
050168,緯創富邦95購01,0,0,0,--,--,--,--, ,0.0,0.02,10,0.09,10,22.15,
050169,臺指反元大97購01,"569,000",16,"966,200",1.60,1.75,1.60,1.73,+,0.21,1.86,100,1.96,10,13.87,
05016P,臺股指元大95售07,0,0,0,--,--,--,--, ,0.0,7.65,499,8.15,10,0.00,
050170,臺指反元大97購02,0,0,0,--,--,--,--, ,0.0,1.94,100,2.04,10,13.87,
050171,臺指反元大97購03,0,0,0,--,--,--,--, ,0.0,2.33,100,2.43,10,13.87,
050172,臺指反元大98購02,"119,000",14,"256,710",1.93,2.35,1.93,2.35,+,0.45,2.36,100,2.46,10,13.87,
050173,旺宏元大96購02,"16,000",2,"3,260",0.26,0.26,0.17,0.17,-,0.02,0.15,100,0.16,10,27.20,
050174,技嘉元大94購01,"64,000",6,"27,860",0.53,0.53,0.38,0.38,-,0.15,0.34,100,0.35,10,43.75,
050175,台光電元大94購08,0,0,0,--,--,--,--, ,0.0,0.11,100,0.12,10,104.50,
050176,正崴元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,27.80,
050177,聯發科元大94購11,"10,000",1,700,0.07,0.07,0.07,0.07,-,0.07,0.02,100,0.03,10,320.00,
050178,聯發科元大94購12,0,0,0,--,--,--,--, ,0.0,--,0,--,0,320.00,
050179,全新元大96購02,0,0,0,--,--,--,--, ,0.0,0.01,317,0.07,10,74.20,
05017P,臺股指元大95售08,0,0,0,--,--,--,--, ,0.0,7.20,499,7.70,10,0.00,
050180,華新科元大95購08,"220,000",21,"116,200",0.58,0.64,0.37,0.40,-,0.04,0.33,100,0.34,10,156.50,
050181,富邦金元大94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,38.05,
050182,淘帝元大94購01,0,0,0,--,--,--,--, ,0.0,0.02,100,0.12,10,58.60,
050183,奇鋐元大96購01,0,0,0,--,--,--,--, ,0.0,0.07,100,0.08,10,28.75,
050184,信邦元大94購01,"24,000",2,"9,040",0.41,0.41,0.33,0.33,-,0.02,0.22,100,0.23,10,104.00,
050185,和鑫元大95購02,0,0,0,--,--,--,--, ,0.0,0.04,100,0.14,10,9.12,
050186,京鼎元大94購01,"189,000",2,"77,490",0.41,0.41,0.41,0.41,+,0.03,0.17,100,0.18,10,111.00,
050187,群創元大94購03,0,0,0,--,--,--,--, ,0.0,0.07,100,0.08,10,6.02,
050188,貿聯元大96購01,"35,000",3,"7,600",0.24,0.24,0.18,0.18,-,0.03,0.15,100,0.16,10,153.50,
050189,旭富元大94購01,"39,000",5,"68,160",1.87,1.87,1.18,1.18,-,0.07,1.14,100,1.18,9,103.00,
05018P,臺股指元大95售09,"10,000",1,"50,500",5.05,5.05,5.05,5.05,-,1.65,5.95,100,6.45,10,0.00,
050190,麗豐元大95購02,0,0,0,--,--,--,--, ,0.0,0.07,100,0.08,10,165.50,
050191,和碩元大94購02,"30,000",4,"13,400",0.44,0.46,0.44,0.46,-,0.18,0.23,100,0.25,10,52.60,
050192,康控元大97購01,"345,000",35,"27,500",0.08,0.08,0.06,0.06,-,0.03,0.05,"1,100",0.06,10,97.70,
050193,臻鼎元大94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,87.80,
050194,臻鼎元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.01,"3,003",87.80,
050195,上海銀元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,39.60,
050196,嘉聯益元大97購01,"15,000",4,"1,440",0.11,0.11,0.07,0.07,-,0.03,0.06,100,0.07,10,24.20,
050197,矽格元大94購04,"30,000",2,"15,300",0.52,0.52,0.49,0.49, ,0.0,0.33,100,0.34,10,31.85,
050198,緯穎元大94購09,"19,000",3,"158,200",8.55,8.55,8.30,8.30,+,2.3,6.55,10,6.70,10,661.00,
050199,南電元大94購09,0,0,0,--,--,--,--, ,0.0,0.21,100,0.22,10,43.70,
05019P,喬山中信95售01,0,0,0,--,--,--,--, ,0.0,1.94,30,2.04,10,0.00,
050200,致新元大94購01,"7,000",1,"1,540",0.22,0.22,0.22,0.22,+,0.06,0.11,100,0.12,10,95.00,
050201,光磊群益94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,16.85,
050202,建準群益95購01,"5,000",1,"2,750",0.55,0.55,0.55,0.55,+,0.08,0.52,25,0.55,10,33.10,
050203,美律群益94購04,0,0,0,--,--,--,--, ,0.0,0.01,25,0.03,10,125.00,
050204,華新科群益94購05,"100,000",6,"4,000",0.04,0.04,0.04,0.04,-,0.03,0.03,25,0.04,10,156.50,
050205,牧德群益94購02,"200,000",2,"10,000",0.05,0.05,0.05,0.05,X,0.0,0.03,25,0.04,10,274.50,
050206,寶成群益94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,27.40,
050207,百和群益95購01,0,0,0,--,--,--,--, ,0.0,0.02,25,0.03,10,55.00,
050208,燿華兆豐95購02,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,18.90,
050209,華通國票95購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.11,10,29.70,
05020P,廣達中信95售01,"170,000",7,"62,850",0.35,0.43,0.34,0.42,+,0.09,0.45,30,0.54,60,0.00,
050210,華新科國票94購08,0,0,0,--,--,--,--, ,0.0,0.06,25,0.16,10,156.50,
050211,貿聯國票95購01,0,0,0,--,--,--,--, ,0.0,0.06,25,0.07,10,153.50,
050212,瀚宇博國票95購02,0,0,0,--,--,--,--, ,0.0,0.03,25,0.13,10,31.55,
050213,華新科台新94購03,"289,000",12,"80,930",0.31,0.31,0.17,0.17,+,0.01,0.12,10,0.13,10,0.00,
050214,嘉晶台新94購01,"2,000",1,680,0.34,0.34,0.34,0.34,X,0.0,0.20,10,--,0,0.00,
050215,TPK台新96購01,0,0,0,--,--,--,--, ,0.0,0.02,10,0.05,10,0.00,
050216,奇力新永豐94購04,0,0,0,--,--,--,--, ,0.0,0.30,499,0.31,30,82.50,
050217,健策永豐94購03,"117,000",23,"52,640",0.39,0.48,0.39,0.43,-,0.01,0.26,499,0.27,30,149.50,
050218,世紀鋼統一94購02,"25,000",4,"61,650",2.57,2.65,2.23,2.65,+,0.43,2.10,10,2.20,10,83.60,
050219,台積電元富95購03,"168,000",16,"99,490",0.80,0.80,0.40,0.40,-,0.43,0.40,20,0.48,10,276.50,
05021P,瑞昱凱基95售01,"27,000",8,"18,830",0.60,0.86,0.59,0.86,+,0.28,0.86,100,0.88,10,0.00,
050220,台積電元富96購01,"60,000",3,"13,600",0.24,0.24,0.20,0.20,-,0.1,0.18,20,0.60,5,276.50,
050221,TPK元富94購02,0,0,0,--,--,--,--, ,0.0,0.01,25,0.10,10,37.00,
050222,瑞儀元富94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.10,10,84.50,
050223,聯茂元富94購02,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,118.00,
050224,台泥中信94購01,0,0,0,--,--,--,--, ,0.0,0.07,30,0.08,10,0.00,
050225,亞泥中信94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,0.00,
050226,華新科中信94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,0.00,
050227,大立光中信96購01,"200,000",12,"54,100",0.28,0.30,0.20,0.20,-,0.14,0.16,30,0.17,10,0.00,
050228,中磊中信96購01,0,0,0,--,--,--,--, ,0.0,0.26,30,0.27,30,0.00,
050229,鴻海麥證94購02,"56,000",22,"16,040",0.34,0.34,0.23,0.23,-,0.21,0.22,10,0.23,10,0.00,
05022P,智易凱基95售01,"21,000",11,"54,650",2.49,2.80,2.49,2.59,-,0.05,2.72,37,2.75,10,0.00,
050230,聯發科麥證94購02,"420,000",12,"118,900",0.29,0.31,0.27,0.28,+,0.08,0.14,10,0.19,10,0.00,
050231,聯發科麥證94購03,0,0,0,--,--,--,--, ,0.0,0.06,10,0.11,10,0.00,
050232,奇鋐麥證95購01,0,0,0,--,--,--,--, ,0.0,0.02,10,0.08,10,0.00,
050233,香港2X凱基96購01,"2,000",1,200,0.10,0.10,0.10,0.10,+,0.03,0.05,70,0.10,30,20.54,
050234,國巨凱基94購10,0,0,0,--,--,--,--, ,0.0,0.07,100,0.17,10,290.50,
050235,國巨凱基94購11,"61,000",11,"56,200",1.22,1.22,0.59,0.59,X,0.0,0.58,100,0.59,10,290.50,
050236,旺宏凱基94購06,0,0,0,--,--,--,--, ,0.0,0.02,100,0.10,10,27.20,
050237,智邦凱基94購03,0,0,0,--,--,--,--, ,0.0,0.02,100,0.10,10,163.00,
050238,瑞昱凱基94購05,0,0,0,--,--,--,--, ,0.0,0.01,100,0.10,10,187.00,
050239,廣達凱基94購01,"10,000",1,"4,100",0.41,0.41,0.41,0.41,+,0.2,0.27,100,0.28,10,57.30,
05023P,和碩凱基95售01,"74,000",6,"77,720",0.97,1.25,0.97,1.25,+,0.14,1.25,5,1.27,10,0.00,
050240,聯發科凱基94購13,0,0,0,--,--,--,--, ,0.0,0.02,100,0.12,10,320.00,
050241,聯發科凱基94購14,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,320.00,
050242,義隆凱基94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,75.00,
050243,華新科凱基94購10,"30,000",3,"5,700",0.19,0.19,0.19,0.19,+,0.05,0.02,100,0.12,10,156.50,
050244,富邦金凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,38.05,
050245,大立光凱基94購12,"202,000",13,"62,220",0.53,0.53,0.24,0.27,-,0.35,0.25,100,0.26,10,"3,725.00",
050246,大立光凱基94購13,0,0,0,--,--,--,--, ,0.0,0.03,100,0.13,10,"3,725.00",
050247,智易凱基94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,62.00,
050248,臻鼎凱基94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,87.80,
050249,瑞儀凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,84.50,
05024P,華通國票96售01,0,0,0,--,--,--,--, ,0.0,3.49,25,3.59,10,0.00,
050250,台郡凱基94購03,"10,000",1,"15,700",1.57,1.57,1.57,1.57,+,0.5,1.00,100,1.02,10,94.00,
050251,樺漢凱基94購02,0,0,0,--,--,--,--, ,0.0,0.05,100,0.10,10,165.00,
050252,聯發科國泰95購01,"1,000",1,850,0.85,0.85,0.85,0.85,-,0.25,0.44,499,0.52,30,320.00,
050253,百和國泰96購01,"80,000",1,"10,400",0.13,0.13,0.13,0.13,+,0.02,0.07,499,0.10,30,55.00,
050254,大立光富邦96購02,0,0,0,--,--,--,--, ,0.0,0.26,10,0.31,10,"3,725.00",
050255,GIS富邦95購01,0,0,0,--,--,--,--, ,0.0,0.01,"1,258",0.03,25,73.80,
050256,臺指反元大98購03,"50,000",5,"78,500",1.52,1.66,1.51,1.66,+,0.31,1.66,100,1.68,10,13.87,
050257,為升元大94購07,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,129.50,
